feature,importance
cat__Route_JFK_SEA,0.00020608466061660064
cat__Route_JFK_AUS,0.00020384755275736817
cat__Route_ELM_DTW,0.00020244537895310557
cat__Route_HPN_CLT,0.0002007799751554529
cat__Route_JFK_PBI,0.0002007148965236854
cat__Dest_SRQ,0.0002002891671464692
cat__Dest_CVG,0.00019961062692325677
cat__Route_JFK_CVG,0.00019897962686737393
cat__Dest_BUF,0.00019864706895484353
cat__Dest_SEA,0.00019842522647990038
cat__Dest_MYR,0.00019775576085792547
cat__Route_LGA_CMH,0.000195683220324873
cat__Dest_HHH,0.00019292111308086477
cat__Route_BUF_DTW,0.00018996787876861975
cat__Route_HPN_ATL,0.00018918110384568673
cat__Route_LGA_MSY,0.000187177039117617
cat__Route_ROC_BWI,0.00018471281270984543
cat__Dest_STL,0.0001846219506388254
cat__Dest_MSY,0.00018341704585760836
cat__Route_JFK_HNL,0.00018329452002034604
cat__Route_ALB_CLT,0.00018249747031716753
cat__Route_JFK_TPA,0.000181506955654201
cat__Route_LGA_STL,0.00017922515227546422
cat__Route_BUF_JFK,0.00017848913400672335
cat__Route_ISP_PBI,0.00017431791248173205
cat__Route_JFK_CLE,0.00017212938143959029
cat__Route_LGA_GSO,0.0001703460979811551
cat__Dest_ORF,0.00016828841682107697
cat__Dest_SLC,0.00016791855163977054
cat__Route_LGA_HHH,0.00016710473483102635
cat__Route_SYR_MCO,0.0001664996427898147
cat__Route_JFK_ORF,0.00016618038194176948
cat__Route_LGA_RDU,0.00016615587341038934
cat__Route_HPN_MCO,0.0001644234203707612
cat__Route_ALB_ATL,0.00016269955018207948
cat__Dest_PIE,0.00016236612833258536
cat__Dest_PHL,0.00015803193549091416
cat__Dest_GSO,0.00015788186108379288
cat__Route_JFK_DTW,0.00015678343031757126
cat__Route_BUF_BOS,0.00015655825119865647
cat__Route_JFK_BNA,0.00015636371318513938
cat__Route_JFK_RSW,0.000155878856277142
cat__Origin_PBG,0.00015472323468812451
cat__Route_JFK_RDU,0.00015243025869921827
cat__Route_ALB_MCO,0.0001517996501365434
cat__Dest_AUS,0.00015133847449351029
cat__Dest_JAX,0.00015095167202237698
cat__Route_JFK_SLC,0.00015082148458720544
cat__Route_JFK_ORD,0.0001507592107686906
cat__Route_LGA_BNA,0.0001503600794057934
cat__Route_LGA_MVY,0.00014756052278599364
cat__Route_JFK_IND,0.00014727587154468125
cat__Route_JFK_JAX,0.00014546028752034288
cat__Route_LGA_RSW,0.00014513440946163194
cat__Route_LGA_MDW,0.00014427899850969085
cat__Route_ROC_ATL,0.0001437885436671857
cat__Route_LGA_CLE,0.00014228336842175412
cat__Route_HPN_ORD,0.00014114889456439837
cat__Route_LGA_IND,0.00014047721611171188
cat__Route_JFK_CMH,0.0001351437678533548
cat__Route_JFK_DEN,0.00013504061751009694
cat__Route_HPN_PBI,0.00013427725664813048
cat__Route_BUF_TPA,0.00013327777952658603
cat__Dest_CHS,0.00013191097421075073
cat__Route_ROC_JFK,0.00012891449273478908
cat__Dest_RIC,0.00012841414150782042
cat__Dest_PGD,0.0001275319041770567
cat__Route_BUF_CLT,0.00012456088824900258
cat__Route_HPN_ACK,0.00012215677005718536
cat__Route_JFK_PWM,0.0001218577013826654
cat__Route_JFK_SAV,0.00012080105958350326
cat__Dest_SAV,0.00012072059532731709
cat__Dest_SYR,0.00012057230958262467
cat__Route_LGA_PWM,0.00011959636789964362
cat__Route_LGA_MKE,0.00011880762882620949
cat__Route_ROC_LAS,0.0001172965755811887
cat__Route_LGA_DAL,0.00011668846805364747
cat__Route_HPN_FLL,0.00011458581221118809
cat__Dest_ROC,0.0001144783292821597
cat__Dest_MKE,0.00011268131861145535
cat__Route_ROC_MCO,0.00011243687341755809
cat__Route_JFK_BUF,0.00011064247593406062
cat__Dest_IAD,0.0001105922610827074
cat__Origin_BGM,0.00011054881544739862
cat__Route_SYR_JFK,0.00010915396929717311
cat__Route_BUF_MDW,0.00010772721673195165
